X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-77.141509793074988,44.007666647837532,125276155,6088,Pharmacy,RP,County Drugstore,,,,219 Main Street West,,,Prince Edward,K0K2T0,2019-02-12T13:27:30.000Z,2019-02-11T09:27:47.000Z,2019-02-12T23:17:15.000Z,142753
-79.489981615429215,43.624083875000821,125289100,7436,Pharmacy,RP,B. Well Pharmacy,,,,262 Manitoba Street,,,Toronto,M8Y4G9,2019-02-12T12:29:24.000Z,2019-02-11T09:55:32.000Z,2019-02-12T23:17:15.000Z,142865
-78.944300463484765,43.879507045002114,125312443,68591,Independent Health Facility,"Bone Min DXA, Fluorscpy, Radgrhy, Gen Ultrasound, Vasc Utrasnd",Whitby Medical X-Ray and Ultrasound,,J.B.V. Management Services Ltd.,,220 Dundas Street West,Suite 402,Practice Address,Whitby,L1N8M7,2019-02-12T13:05:02.000Z,2019-02-11T10:44:26.000Z,2019-02-12T23:17:15.000Z,142881
-78.345556207917596,44.301254045886864,125272031,1203541,Independent Health Facility,Opth Utrasnd,1853805 Ontario Ltd.,,1853805 Ontario Ltd.,,26 Hospital Drive,,Practice Address,Peterborough,K9J7C3,2019-02-12T13:06:05.000Z,2019-02-11T09:13:28.000Z,2019-02-12T23:17:15.000Z,143025
-79.253100003396824,43.201161711115411,125270610,850846,Independent Health Facility,"Bone Min DXA, Mamm, Radgrhy, Gen Ultrasound, Vasc Utrasnd",Barclay Diagnostic Imaging,,Barclay Diagnostic Imaging Inc.,,589 Lake Street,"Suite 104, Lakeshore Health Centre",Practice Address,St. Catharines,L2N7L6,2019-02-12T13:15:44.000Z,2019-02-11T09:10:43.000Z,2019-02-12T23:17:15.000Z,143137
-79.827604298502706,43.347867610630026,125284570,5196,Pharmacy,RP,Mount Royal Pharmacy Ltd,,,,2047 Mount Forest Drive,,,Burlington,L7P1H4,2019-02-12T13:29:23.000Z,2019-02-11T09:46:23.000Z,2019-02-12T23:17:15.000Z,143153
-75.696014338626838,45.432203856787979,125286903,2220,Pharmacy,LTCF,Elizabeth-Bruyere Residence,,,,75 Bruyere Street,,,Ottawa,K1N5C7,2019-02-12T12:18:50.000Z,2019-02-11T09:51:01.000Z,2019-02-12T23:17:15.000Z,143201
-79.390508802938953,43.8415871177287,125308918,382,Pharmacy,RP,St Mary Pharmacy,,,,95 Times Avenue,Unit C2,,Markham,L3T0A2,2019-02-12T13:04:16.000Z,2019-02-11T10:37:03.000Z,2019-02-12T23:17:15.000Z,143217
-79.210124538403079,43.763756412479879,125305248,2117,Long-Term Care Home,NH for-profit,Extendicare Scarborough,,,,3830 Lawrence Avenue East,,,Toronto,M1G1R6,2019-02-12T13:34:00.000Z,2019-02-11T10:29:01.000Z,2019-02-12T23:17:15.000Z,143313
-80.488574916664589,43.447736896973865,125278365,9723,Pharmacy,RP,Benton Medical Pharmacy,,,,51 Benton Street,,,Kitchener,N2G3H1,2019-02-12T13:17:33.000Z,2019-02-11T09:33:59.000Z,2019-02-12T23:17:15.000Z,143329
-81.24450861171816,42.971843376919381,125300667,4850,Pharmacy,RP,Turner Drug Store Ltd,,,,52 Grand Avenue,,,London,N6C1L5,2019-02-12T12:21:57.000Z,2019-02-11T10:18:16.000Z,2019-02-12T23:17:15.000Z,143345
-79.74302420699145,43.74730468475402,125300016,7733,Mental Health and Addiction Organization,Mental Health Services,William Osler Health System,,,,2100 Bovaird Drive East,,Administration and Practice Location,Brampton,L6R3J7,2019-02-12T12:21:48.000Z,2019-02-11T10:16:40.000Z,2019-02-12T23:17:15.000Z,143473
-79.378808482733646,43.655341585650881,125305404,8626306,Independent Health Facility,Sleep Studies,Youthdale Child and Adolescent Sleep Centre,,Toronto Sleep Research Laboratory Inc.,,227 Victoria Street,,Practice Address,Toronto,M5B1T8,2019-02-12T12:33:00.000Z,2019-02-11T10:29:29.000Z,2019-02-12T23:17:15.000Z,143505
-76.037986044415973,45.344766727363002,125288594,4621,Pharmacy,RP,West Carlton Drug Mart,,,,461 Donald B. Munro Drive,,,Ottawa,K0A1L0,2019-02-12T12:29:15.000Z,2019-02-11T09:54:29.000Z,2019-02-12T23:17:15.000Z,143601
-91.625406650103827,48.756729135121134,125309015,10000000136,Senior Active Living Centre,Site,Pioneer Centre,,,,120 Marks Street,,,Atikokan,P0T1C0,2019-02-12T12:54:01.000Z,2019-02-11T10:37:15.000Z,2019-07-18T00:00:00.000Z,143713
-80.295701203194909,42.850955900560059,125275911,6206,Pharmacy,RP,Drugstore Pharmacy #2818,,,,125 Queensway East,,,Simcoe,N3Y4M5,2019-02-12T12:26:26.000Z,2019-02-11T09:26:50.000Z,2019-02-12T23:17:15.000Z,143729
-79.346515080363162,43.745418202949793,125281523,7381,Pharmacy,RP,Don Mills Pharmacy,,,,1300 Don Mills Road,,,Toronto,M3B2W6,2019-02-12T13:28:41.000Z,2019-02-11T09:40:14.000Z,2019-02-12T23:17:15.000Z,143761
-76.163762500806669,44.326990745655692,125293554,14372,Mental Health and Addiction Organization,Mental Health Services,Brockville General Hospital,,,,21 Mill Street,Suite B,Practice Location,Gananoque,K7G2L5,2019-02-12T12:20:13.000Z,2019-02-11T10:04:17.000Z,2019-02-12T23:17:15.000Z,143841
-76.3608825593398,45.439099129555942,125291057,2699,Long-Term Care Home,NH non-profit,"The Grove, Arnprior and District Nursing Home",,,,275 Ida Street North,,,Arnprior,K7S3M7,2019-02-12T12:49:51.000Z,2019-02-11T09:59:19.000Z,2019-02-12T23:17:15.000Z,143873
-78.351282408078802,44.282088642298199,125278071,11008,Pharmacy,RP,Sobeys Pharmacy #7223,,,,1200 Landsdowne Street West,,,Peterborough,K9J2A1,2019-02-12T12:26:53.000Z,2019-02-11T09:33:23.000Z,2019-02-12T23:17:15.000Z,143905
-79.415256981081441,44.612368449706935,125296192,5976,Pharmacy,RP,Pharmacy #579,,,,70 Front Street,,,Orillia,L3V4R8,2019-02-12T12:40:47.000Z,2019-02-11T10:09:17.000Z,2019-02-12T23:17:15.000Z,143969
-79.395844291833242,43.696957592164672,125295417,6446092,Independent Health Facility,"Mamm, Radgrhy, Gen Ultrasound, Bone Min DXA",Midtown Diagnostic Imaging,,1582235 Ontario Limited,,1849 Yonge Street,"Suite 6, Lower Level",Practice Address,Toronto,M4S1Y2,2019-02-12T13:01:12.000Z,2019-02-11T10:07:48.000Z,2019-02-12T23:17:15.000Z,144001
-79.468375565620022,46.313990130370755,125310759,2141,Mental Health and Addiction Organization,Addiction Services,North Bay Recovery Home,,,,393 Oak Street West,,Administration and Practice Location,North Bay,P1B2T2,2019-02-12T13:25:08.000Z,2019-02-11T10:41:01.000Z,2019-02-12T23:17:15.000Z,144017
-89.251630760577953,48.383379856521202,125271654,5644,Pharmacy,RP,White Cedar First Nations Phcy,,,,125 Vickers Street South,,,Thunder Bay,P7E1J2,2019-02-12T12:35:18.000Z,2019-02-11T09:12:45.000Z,2019-02-12T23:17:15.000Z,144049
-80.59813121034037,42.988478110793892,125307925,7484,Pharmacy,RP,Shoppers Drug Mart #1175,,,,19 Stover Street North,,,Norwich,N0J1P0,2019-02-12T12:53:46.000Z,2019-02-11T10:35:03.000Z,2019-02-12T23:17:15.000Z,144209
-79.636345559193799,43.591779462509805,125301033,5198,Community Support Service,Site,Peel Senior Link (Central West LHIN),,Peel Senior Link,,50 Burnhamthorpe Road West,Suite 300,Administrative Office,Mississauga,L5BC2,2019-02-12T13:33:06.000Z,2019-02-11T10:19:08.000Z,2019-02-12T23:17:15.000Z,144225
-79.420016916677696,43.889932724790576,125306586,2958,Pharmacy,RP,People's Choice Pharmacy,,,,10610 Bayview Avenue,Unit 7,,Richmond Hill,L4C3N8,2019-02-12T12:33:14.000Z,2019-02-11T10:32:10.000Z,2019-02-12T23:17:15.000Z,144273
-79.858648920760047,43.488781234009494,125276556,6961,Pharmacy,RP,Sobeys Pharmacy #7272,,,,1035 Bronte Street South,,,Milton,L9T8X3,2019-02-12T12:16:24.000Z,2019-02-11T09:29:21.000Z,2019-02-12T23:17:15.000Z,144369
-80.498975267361089,42.8534865914799,125300250,7258,Pharmacy,RP,Delhi Pharmasave #726,,,,221 Main Street,,,Delhi,N4B2M4,2019-02-12T13:32:56.000Z,2019-02-11T10:17:16.000Z,2019-02-12T23:17:15.000Z,144577
-79.283634966965522,43.821129319122065,125314195,5474,Pharmacy,RP,Brmc Pharmacy,,,,3333 Brimley Road,Unit 2,,Toronto,M1V2J7,2019-02-12T13:35:58.000Z,2019-02-11T10:47:51.000Z,2019-02-12T23:17:15.000Z,144625
-81.254754917379117,42.999179281248217,125313278,16879,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Middlesex,,,,862 Richmond Street,,Practice Location,London,N6A3H8,2019-02-12T12:44:31.000Z,2019-02-11T10:46:02.000Z,2019-02-12T23:17:15.000Z,144673
-74.988994412740013,45.540954904739792,125289105,22543,Mental Health and Addiction Organization,Mental Health Services,Canadian Mental Health Association (CMHA) Champlain East Branch,,,,222 Old Highway 17,Suite 108,Practice Location,Plantagenet,K0B1L0,2019-02-12T12:29:24.000Z,2019-02-11T09:55:32.000Z,2019-02-12T23:17:15.000Z,144689
-79.627441472777733,43.77663139530604,125312624,12067,Pharmacy,RP,Pulse Rx Ltc Pharmacy,,,,111 Zenway Boulevard,Unit 3,,Vaughan,L4H3H9,2019-02-12T12:54:51.000Z,2019-02-11T10:44:47.000Z,2019-02-12T23:17:15.000Z,144785
-79.285345898065373,43.017419876855129,125280344,M617,Long-Term Care Home,MHFA,The Woodlands of Sunset,,,,920 Pelham Street,,,Welland,L3C1Y5,2019-02-12T13:18:01.000Z,2019-02-11T09:37:43.000Z,2019-02-12T23:17:15.000Z,144801
-79.30326796150112,43.688042494890894,125301870,7427,Pharmacy,RP,Shoppers Drug Mart #814,,,,2494 Danforth Avenue,,,Toronto,M4C1K9,2019-02-12T13:23:07.000Z,2019-02-11T10:21:04.000Z,2019-02-12T23:17:15.000Z,144945
-79.451580619612358,43.809722009313667,125292680,3548,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,7700 Bathurst Street,,,Vaughan,L4J7V3,2019-02-12T12:30:14.000Z,2019-02-11T10:02:28.000Z,2019-02-12T23:17:15.000Z,145009
-79.608554148552841,43.571435860231837,125293979,4753,Community Support Service,Site,Trillium Health Partners -CSS,,Trillium Health Partners,,100 Queensway West,,Administrative Office,Mississauga,L5B1B8,2019-02-12T12:50:30.000Z,2019-02-11T10:05:07.000Z,2019-02-12T23:17:15.000Z,145057
-79.322005465572687,43.666304590206799,125286610,9999999993,Senior Active Living Centre,Site,Applegrove Community Complex,,,,60 Woodfield Road,,,Toronto,M4L2W6,2019-02-12T13:19:25.000Z,2019-02-11T09:50:27.000Z,2019-07-18T00:00:00.000Z,145105
-79.551830042323417,43.705320486368812,125293741,223,Community Support Service,Site,V.O.N -Toronto York Region (Scarborough),,Victorian Order of Nurses -Toronto-York Region Branch,,2150 Islington Avenue,Suite 301,Administrative Office,Toronto,M9P3V4,2019-02-12T13:00:52.000Z,2019-02-11T10:04:40.000Z,2019-02-12T23:17:15.000Z,145185
-81.470884575912024,42.898200152948199,125306648,6662,Pharmacy,RP,S W Middlesex Health Centre Phcy,,,,22262 Mill Road,,,Mount Brydges,N0L1W0,2019-02-12T13:13:44.000Z,2019-02-11T10:32:18.000Z,2019-02-12T23:17:15.000Z,145217
-79.698506951482059,44.391121998330682,125274482,2914,Long-Term Care Home,NH non-profit,Victoria Village Manor,,,,78 Ross Street,,,Barrie,L4N1G3,2019-02-12T12:45:55.000Z,2019-02-11T09:21:57.000Z,2019-02-12T23:17:15.000Z,145281
-80.756152073421603,43.13948652998257,125300326,S0399,Retirement Home,Site,Victoria Manor (Woodstock),,,,265 Victoria Street North,,Residential,Woodstock,N4S6W2,2019-02-12T13:32:57.000Z,2019-02-11T10:17:28.000Z,2019-02-12T23:17:15.000Z,145329
-81.788626412977905,46.251000700249612,125292407,12635,Pharmacy,LTCF,Espanola Nursing Home,,,,799 Queensway Avenue,Eldcap Beds Only,,Espanola,P0P1C0,2019-02-12T12:39:59.000Z,2019-02-11T10:01:57.000Z,2019-02-12T23:17:15.000Z,145361
-79.869237203880502,43.258432192877692,125278010,6518,Pharmacy,RP,City Centre Ida Pharmacy,,,,77 James Street North,Unit 131,,Hamilton,L8R2K3,2019-02-12T12:16:44.000Z,2019-02-11T09:33:16.000Z,2019-02-12T23:17:15.000Z,145457
-79.712690407489291,43.860558405939209,125286117,9803,Pharmacy,RP,Bolton Pharmacy,,,,12612 Highway 50,Unit 12,,Caledon,L7E1T6,2019-02-12T12:28:41.000Z,2019-02-11T09:49:31.000Z,2019-02-12T23:17:15.000Z,145489
-79.230976563812064,43.975290348479035,125290343,3751,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,12267 Tenth Line,,,Whitchurch-Stouffville,L4A0Y1,2019-02-12T13:20:20.000Z,2019-02-11T09:57:57.000Z,2019-02-12T23:17:15.000Z,145537
-79.336789575430259,43.724704999770452,125288386,4943,Pharmacy,RP,Medi-Pharm + Pharmacy,,,,29 Gervais Drive,Unit 100,,Toronto,M3C1Z1,2019-02-12T13:09:34.000Z,2019-02-11T09:54:03.000Z,2019-02-12T23:17:15.000Z,145569
-79.522891327847546,43.645976077313378,125274074,258207,Independent Health Facility,Gen Ultrasound,Toronto West Diagnostic Ultrasound,,2051396 Ontario Inc.,,56 Aberfoyle Crescent,Suite 100,Practice Address,Toronto,M8X2W4,2019-02-12T12:45:49.000Z,2019-02-11T09:20:32.000Z,2019-02-12T23:17:15.000Z,145585
-79.039132292076573,43.859091437067192,125288651,7228,Pharmacy,RP,Health Square Pharmacy,,,,15 Westney Road North,,,Ajax,L1T1P4,2019-02-12T12:39:06.000Z,2019-02-11T09:54:36.000Z,2019-02-12T23:17:15.000Z,145697
-79.377307282112753,43.653726085436702,125303386,10000000072,Hospital - Corporation,Site,Providence St. Joseph's and St. Michael's Healthcare - St. Michael's,,Providence St. Joseph's and St. Michael's Healthcare,,30 Bond Street,,,Toronto,M5B1W8,2019-02-12T12:32:35.000Z,2019-02-11T10:24:43.000Z,2019-02-12T23:17:15.000Z,145729
-79.472008622288413,43.766457300795551,125304297,6479726,Independent Health Facility,"Gen Ultrasound, Vasc Utrasnd",PDS Diagnostic Imaging,,Humber Valley Ultrasound Inc.,,2 Champagne Drive,Unit B23,Practice Address,Toronto,M3J2C5,2019-02-12T13:23:39.000Z,2019-02-11T10:26:47.000Z,2019-02-12T23:17:15.000Z,145745
-80.564088339719575,43.438783591790298,125272683,2343444,Independent Health Facility,"PF - Screen, PF - Lung Vol & Diff, PF - Oth Fee Cds",K W Cardio Pulmonary Services,,K W Cardio Pulmonary Services Inc.,,430 The Boardwalk,Suite 206,Practice Address,Waterloo,N2T0C1,2019-02-12T12:15:33.000Z,2019-02-11T09:15:37.000Z,2019-02-12T23:17:15.000Z,145777
-81.210532202804771,42.991114681963019,125272576,1284,Community Support Service,Site,Victorian Order of Nurses for Canada - Ontario Branch Middlesex,,Victorian Order of Nurses for Canada - Ontario Branch Middlesex,,1151 Florence Street,Suite 100,Administrative Office,London,N5W2M7,2019-02-12T12:25:41.000Z,2019-02-11T09:15:24.000Z,2019-02-12T23:17:15.000Z,145953
-79.51739703097617,43.701156187245644,125275634,4791326,Independent Health Facility,Gen Ultrasound,Weston X-Ray and Ultrasound,,2595249 Ontario Inc.,,13 John Street,,Practice Address,Toronto,M9N1J2,2019-02-12T13:06:54.000Z,2019-02-11T09:25:55.000Z,2019-02-12T23:17:15.000Z,145985
-80.557303352213154,43.600199720329094,125299501,1512,Pharmacy,RP,Shoppers Drug Mart #1088,,,,11 Arthur Street North,,,Elmira,N3B1Z4,2019-02-12T13:22:33.000Z,2019-02-11T10:15:36.000Z,2019-02-12T23:17:15.000Z,146017
-82.209980460468387,42.392535227256786,125273806,153,Local Health Integration Network Office,Site,Erie St. Clair Local Health Integration Network,,,,180 Riverview Drive,,Administrative Office,Chatham-Kent,N7M5Z8,2019-02-12T13:16:25.000Z,2019-02-11T09:19:33.000Z,2019-02-12T23:17:15.000Z,146033
-79.422579107577207,43.778483005203,125295170,11315,Pharmacy,RP,Tim's Pharmacy,,,,80 Finch Avenue West,,,Toronto,M2N2H4,2019-02-12T12:30:46.000Z,2019-02-11T10:07:22.000Z,2019-02-12T23:17:15.000Z,146065
-79.067179236295175,43.106832502726164,125311215,18629,Mental Health and Addiction Organization,Mental Health Services,Niagara Falls Community Health Centre,,,,4481 Queen Street,,Administration and Practice Location,Niagara Falls,L2E2L4,2019-02-12T13:04:48.000Z,2019-02-11T10:41:59.000Z,2019-02-12T23:17:15.000Z,146097
-79.288235265160395,43.784084212425611,125296665,3785,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,2347 Kennedy Road,,,Toronto,M1T3T8,2019-02-12T12:20:59.000Z,2019-02-11T10:10:16.000Z,2019-02-12T23:17:15.000Z,146241
-85.633338862906569,48.683342040685467,125279289,2375,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Dilico Anishinabek Family Care,,,,11 Tenth Street,,Practice Location,Mobert,P0M2J0,2019-02-12T13:17:48.000Z,2019-02-11T09:35:49.000Z,2019-02-12T23:17:15.000Z,146257
-76.482328497619946,44.238077316607402,125272152,3091,Pharmacy,LTCF,Rideaucrest,,,,175 Rideau Street,,,Kingston,K7K3H6,2019-02-12T13:06:07.000Z,2019-02-11T09:13:56.000Z,2019-02-12T23:17:15.000Z,146289
-75.681325433965583,45.434678157828976,125302771,10000000145,Senior Active Living Centre,Site,Retraite en Action,,,,40 Cobourg,,,Ottawa,K1N8Z6,2019-02-12T13:23:19.000Z,2019-02-11T10:23:14.000Z,2019-07-18T00:00:00.000Z,146417
-79.686135081535753,43.66503417303106,125279789,3460,Mental Health and Addiction Organization,Mental Health Services,Services and Housing In the Province (SHIP),,,,969 Derry Road East,Suite 107,Administration and Practice Location,Mississauga,L5T2J7,2019-02-12T12:47:13.000Z,2019-02-11T09:36:47.000Z,2019-02-12T23:17:15.000Z,146481
-79.357619375737997,43.652655886160751,125314826,5667,Laboratory - Community Private,Community (Private) Laboratory - Satellite-Ltd. Testing Lab,LifeLabs,,,,409 Front Street East,,,Toronto,M5A1G9,2019-02-12T13:36:07.000Z,2019-02-11T10:49:04.000Z,2019-02-12T23:17:15.000Z,146513
-79.404469091924909,43.666772786467995,125307268,10000000063,Midwifery Clinic,Main,Community Midwives of Toronto,,,,344 Bloor Street West,Suite 201,Practice Location,Toronto,M5S3A7,2019-02-12T13:13:53.000Z,2019-02-11T10:33:39.000Z,2019-02-12T23:17:15.000Z,146641
-79.851914497707298,43.250581692295206,125284850,7015,Pharmacy,RP,Main Health Pharmacy,,,,460 Main Street East,Unit 102,,Hamilton,L8N1K4,2019-02-12T13:19:02.000Z,2019-02-11T09:46:57.000Z,2019-02-12T23:17:15.000Z,146785
-75.697195438112189,45.421538654917896,125313899,2105,Mental Health and Addiction Organization,Addiction Services,Serenity House Inc.,,,,,,Administration and Practice Location,Ottawa,,2019-02-12T12:44:38.000Z,2019-02-11T10:47:18.000Z,2019-02-12T23:17:15.000Z,146881
-82.389268269155181,42.976635321449557,125300076,11612,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Bluewater Health,,,,89 Norman Street,,Administration and Practice Location,Sarnia,N7T6S3,2019-02-12T12:41:35.000Z,2019-02-11T10:16:48.000Z,2019-02-12T23:17:15.000Z,147169
-79.329615872587667,43.718440499004522,125275211,5360,Pharmacy,RP,Allcures Pharmacy,,,,31 St Dennis Drive,Unit 1,,Toronto,M3C1G7,2019-02-12T13:27:17.000Z,2019-02-11T09:24:29.000Z,2019-02-12T23:17:15.000Z,147233
-78.844790430683929,43.86928604777399,125271761,8056,Children's Treatment Centre,Site,Oshawa Community Health Centre,,DURHAM Oshawa CHC,,115 Grassmere Avenue,,,Oshawa,L1H3X7,2019-02-12T13:15:57.000Z,2019-02-11T09:12:58.000Z,2019-02-12T23:17:15.000Z,147265
-82.422313915267679,49.418305142805885,125283963,4462,Mental Health and Addiction Organization,Mental Health Services,"Services de counselling de Hearst, Kapuskasing and Smooth Rock Falls Counselling Services",,,,29 Byng Avenue,Suite 1,Practice Location,Kapuskasing,P5N1W6,2019-02-12T12:58:41.000Z,2019-02-11T09:45:09.000Z,2019-02-12T23:17:15.000Z,147281
-79.237634949708294,43.792255316200574,125297145,9915,Pharmacy,RP,Cure Pharmacy,,,,1585 Markham Road,Unit 108,,Toronto,M1B2W1,2019-02-12T12:51:12.000Z,2019-02-11T10:11:10.000Z,2019-02-12T23:17:15.000Z,147345
-75.675053827925296,45.387991850120144,125294455,7586,Mental Health and Addiction Organization,Mental Health Services,Mood Disorders Association of Ontario,,,,1355 Bank Street,Suite 301,Practice Location,Ottawa,K1H8K7,2019-02-12T12:20:28.000Z,2019-02-11T10:06:00.000Z,2019-02-12T23:17:15.000Z,147441
-79.626966054460837,43.571982059469462,125302568,10080,Pharmacy,RP,Shoppers Drug Mart #735,,,,3029 Clayhill Road,,,Mississauga,L5B4L2,2019-02-12T12:32:25.000Z,2019-02-11T10:22:43.000Z,2019-02-12T23:17:15.000Z,147553
-80.274686823240216,43.15713845595269,125291112,S0083,Retirement Home,Site,Amber Lea Place Retirement Residence,,,,384 St. Paul Avenue,,Residential,Brantford,N3R4N4,2019-02-12T13:30:52.000Z,2019-02-11T09:59:26.000Z,2019-02-12T23:17:15.000Z,147601
-81.539855063516512,43.615818474993304,125300696,12223,Pharmacy,RP,Clinton Pharmacy,,,,46 King Street,,,Clinton,N0M1L0,2019-02-12T12:31:58.000Z,2019-02-11T10:18:20.000Z,2019-02-12T23:17:15.000Z,147729
-79.736030599181376,43.68480267415287,125272730,11836,Pharmacy,LTCF,Tullamore Care Community,,,,133 Kennedy Road South,Centre-Tullamore,,Brampton,L6W3G3,2019-02-12T12:35:34.000Z,2019-02-11T09:15:56.000Z,2019-02-12T23:17:15.000Z,147745
-79.799509792728273,43.383670618260858,125278538,2854,Long-Term Care Home,NH for-profit,The Village of Tansley Woods,,,,4100 Upper Middle Road,,,Burlington,L7M4W8,2019-02-12T13:07:32.000Z,2019-02-11T09:34:22.000Z,2019-02-12T23:17:15.000Z,147777
-80.445185402341039,43.440993997865114,125295836,4515,Community Support Service,Site,Regional Municipality of Waterloo,,Regional Municipality of Waterloo,,247 Franklin Street North,,Administrative Office,Kitchener,N2A1Y5,2019-02-12T13:21:40.000Z,2019-02-11T10:08:35.000Z,2019-02-12T23:17:15.000Z,147793
-79.247783298322446,43.161377204270387,125273062,9999999996,Midwifery Clinic,Main,Niagara Midwifery,,,,13 Lyman Street,,Practice Location,St. Catharines,L2R5M8,2019-02-12T12:56:05.000Z,2019-02-11T09:17:04.000Z,2019-02-12T23:17:15.000Z,147905
-79.794292474948818,43.198802485799057,125298281,718,Community Support Service,Site,The Salvation Army Mountberry Adult Day Service,,The Governing Council of the Salvation Army in Canada,,1050 Paramount Drive,Postal Office Box 99007,Administrative Office,Hamilton,L8J1P8,2019-02-12T13:32:31.000Z,2019-02-11T10:13:21.000Z,2019-02-12T23:17:15.000Z,147921
-79.712909658204822,44.413752301523012,125307171,3486,Pharmacy,RP,Shoppers Drug Mart #650,,,,524 Bayfield Street North,,,Barrie,L4M5A2,2019-02-12T12:33:23.000Z,2019-02-11T10:33:26.000Z,2019-02-12T23:17:15.000Z,147969
